tone,split
surge-patches-3rdparty-Inigo-Kennedy-Leads-Digital-Lead-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Leads-Dirty-Hardcore-1-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Leads-Dirty-Hardcore-2-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Leads-Distance-Between-Us-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Leads-Faint-Memory-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Leads-Faraway-Tree-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Leads-Fat-Detuned-Squares-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Leads-Fat-Detuned-Sync-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Leads-Fizzer-1-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Leads-Fizzer-2-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Leads-Fizzer-3-velocity64,test
surge-patches-3rdparty-Inigo-Kennedy-Leads-Glitter-2-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Leads-Happy-Saws-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Leads-Hello-Little-Weed-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Leads-Klop-velocity64,valid
surge-patches-3rdparty-Inigo-Kennedy-Leads-Melodic-Line-1-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Leads-Melodic-Line-2-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Leads-Melodic-Line-3-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Leads-Melodic-Line-4-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Leads-Mystery-3-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Leads-Nova-1-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Leads-Nova-2-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Leads-Pops-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Leads-Rain-On-Top-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Leads-Scaffold-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Leads-Simply-Moving-velocity64,valid
surge-patches-3rdparty-Inigo-Kennedy-Leads-Spook-1-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Leads-Spook-2-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Leads-Subtle-Lead-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Leads-Sweet-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Leads-Trill-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Leads-Twinkle-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Leads-Winter-2-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Leads-Winter-5-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Leads-Wobbly-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Pads-Deep-Space-1-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Pads-Deep-Space-2-velocity64,test
surge-patches-3rdparty-Inigo-Kennedy-Pads-Deep-Space-3-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Pads-Dirty-Pad-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Pads-Hangars-5-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Pads-Mystery-2-velocity64,test
surge-patches-3rdparty-Inigo-Kennedy-Pads-Pad-Basics-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Pads-Paddy-Power-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Pads-Pure-1-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Pads-Pure-2-velocity64,valid
surge-patches-3rdparty-Inigo-Kennedy-Pads-Pure-3-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Pads-Saw-Pad-1-velocity64,test
surge-patches-3rdparty-Inigo-Kennedy-Pads-Saw-Pad-2-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Pads-Thoughts-7-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Pads-Thoughts-8-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Pads-Thoughts-9-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Pads-Tonal-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Pads-Winter-7-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Pads-Winter-9-velocity64,valid
surge-patches-3rdparty-Inigo-Kennedy-Rhythms-Arp-1-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Rhythms-Arp-2-velocity64,test
surge-patches-3rdparty-Inigo-Kennedy-Rhythms-Arp-3-velocity64,test
surge-patches-3rdparty-Inigo-Kennedy-Rhythms-Arp-4-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Rhythms-Arp-5-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Rhythms-Arp-6-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Rhythms-Arp-7-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Rhythms-Arp-8-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Rhythms-Ladder-1-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Rhythms-Ladder-2-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Rhythms-Ladder-3-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Rhythms-Shipping-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Rhythms-Six-Way-1-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Rhythms-Three-Way-1-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Rhythms-Three-Way-2-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Rhythms-Three-Way-3-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Winds-Flat-Oboe-velocity64,train
surge-patches-3rdparty-Inigo-Kennedy-Winds-Mountain-Pipe-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Ambiance-Bright-Hybrid-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Ambiance-Circles-Squared-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Ambiance-FMiscellanea-1-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Ambiance-FMiscellanea-2-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Ambiance-Faded-Polaroids-velocity64,valid
surge-patches-3rdparty-Jacky-Ligon-Ambiance-Harold-Budd-1936-2020-Remembrance-velocity64,valid
surge-patches-3rdparty-Jacky-Ligon-Ambiance-Iso-Pad-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Ambiance-Next-Spring-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Ambiance-Other-Bright-Themes-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Ambiance-Renewal-Loops-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Ambiance-Soft-Brass-Pad-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Ambiance-Unbearable-Lightness-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Ambiance-Whispering-Waves-velocity64,test
surge-patches-3rdparty-Jacky-Ligon-Atmospheres-Anticipation-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Atmospheres-Duality-velocity64,valid
surge-patches-3rdparty-Jacky-Ligon-Atmospheres-Ensemble-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Atmospheres-Orchestral-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Atmospheres-Planet-Surge-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Atmospheres-Reflective-States-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Atmospheres-Sympathetic-Vibes-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Atmospheres-Wave-Sequencing-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Atmospheres-When-Soaring-velocity64,test
surge-patches-3rdparty-Jacky-Ligon-Atmospheres-Written-In-Tone-velocity64,test
surge-patches-3rdparty-Jacky-Ligon-Basses-BackWord-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Basses-FM-Sub-velocity64,valid
surge-patches-3rdparty-Jacky-Ligon-Basses-Monohuge-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Basses-Play-Low-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Basses-Pulse-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Basses-ResamplEmu-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Basses-Scraper-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Keys-Afterglow-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Keys-Arpsychord-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Keys-Bell-Song-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Keys-EPad-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Keys-EPleasantries-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Keys-Experiminimalism-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Keys-Golden-Mallets-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Keys-Harmonic-Dimensions-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Keys-Harmonicscape-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Keys-Iso-EP-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Keys-Lighter-Still-velocity64,test
surge-patches-3rdparty-Jacky-Ligon-Keys-Midnightly-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Keys-Min-Triad-Me-velocity64,valid
surge-patches-3rdparty-Jacky-Ligon-Keys-Open-Windows-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Keys-Our-Stories-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Keys-Sunny-velocity64,test
surge-patches-3rdparty-Jacky-Ligon-Keys-TransHarmonics-1-3-5-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Keys-X-Wave-Minimalism-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Leads-Freerunaway-velocity64,test
surge-patches-3rdparty-Jacky-Ligon-Leads-Hammer-On-Hammer-Off-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Leads-Journey-To-The-Center-Of-The-Surge-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Leads-Lovely-Lead-velocity64,valid
surge-patches-3rdparty-Jacky-Ligon-Leads-Lucky-Woman-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Leads-Monosynths-Forever-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Leads-Mountaintops-velocity64,valid
surge-patches-3rdparty-Jacky-Ligon-Leads-Riffing-For-Peace-velocity64,test
surge-patches-3rdparty-Jacky-Ligon-Leads-Saw-Swarm-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Leads-Shredder-1-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Leads-Shredder-2-velocity64,valid
surge-patches-3rdparty-Jacky-Ligon-Leads-Shredder-3-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Leads-Sines-Of-Our-Times-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Leads-Stories-In-One-Voice-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Leads-Warm-One-velocity64,test
surge-patches-3rdparty-Jacky-Ligon-Leads-With-One-Voice-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Plucks-Bass-Sawari-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Plucks-Bright-Attack-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Plucks-Bright-Pizzicato-velocity64,test
surge-patches-3rdparty-Jacky-Ligon-Plucks-Bright-Res-Body-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Plucks-Bright-Short-velocity64,test
surge-patches-3rdparty-Jacky-Ligon-Plucks-Bright-String-Glide-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Plucks-Long-FM-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Plucks-Muted-Bass-velocity64,valid
surge-patches-3rdparty-Jacky-Ligon-Plucks-Orch-Hit-Short-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Plucks-Porta-Mod-velocity64,test
surge-patches-3rdparty-Jacky-Ligon-Plucks-Resonant-Body-Pizz-velocity64,test
surge-patches-3rdparty-Jacky-Ligon-Plucks-Sawari-Pizz-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Plucks-Short-Glide-Res-Body-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Plucks-Short-Glide-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Plucks-Wooden-Pizz-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Sequences-End-Credits-X-Fade-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Sequences-Quartertone-And-The-Pitch-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Sequences-Silk-Sequences-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Sequences-Still-Motions-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Sequences-Stranger-Surges-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Soundscapes-Above-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Soundscapes-Brightly-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Soundscapes-Divaesque-velocity64,valid
surge-patches-3rdparty-Jacky-Ligon-Soundscapes-Gliding-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Soundscapes-ReSurgence-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Soundscapes-Returning-velocity64,test
surge-patches-3rdparty-Jacky-Ligon-Soundscapes-Stringish-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Soundscapes-Swirling-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Soundscapes-Warm-Theme-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Soundscapes-Whale-Communion-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Splits-Bass-Pad-Chorus-Pad-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Splits-Bass-Seq-Synth-Pad-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Splits-Bright-Pad-Slow-String-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Splits-Rate-Mod-Pad-Slow-Mod-Pad-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Splits-Reverse-Pad-Swirl-Pad-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Splits-Soft-Bass-Pad-Saw-Pad-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Splits-String-Bass-Resonant-Pad-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-String-Machines-String-Machine-1-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-String-Machines-String-Machine-10-velocity64,test
surge-patches-3rdparty-Jacky-Ligon-String-Machines-String-Machine-2-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-String-Machines-String-Machine-3-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-String-Machines-String-Machine-4-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-String-Machines-String-Machine-5-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-String-Machines-String-Machine-6-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-String-Machines-String-Machine-7-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-String-Machines-String-Machine-8-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-String-Machines-String-Machine-9-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Surge-3X81Z-Beginnings-1-3-7-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Surge-3X81Z-Bell-Keys-1-1-3-5-velocity64,valid
surge-patches-3rdparty-Jacky-Ligon-Surge-3X81Z-Bell-Keys-2-1-5-6-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Surge-3X81Z-Bell-Keys-3-1-3-5-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Surge-3X81Z-First-Light-1-3-7-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Surge-3X81Z-Life-In-Major-Keys-1-3-7-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Surge-3X81Z-Mod-Sixteen-1-61-19-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Surge-3X81Z-Rediscoveries-1-3-6-velocity64,valid
surge-patches-3rdparty-Jacky-Ligon-Surge-3X81Z-That-Morning-1-3-7-velocity64,test
surge-patches-3rdparty-Jacky-Ligon-Surge-3X81Z-Y87-1-3-9-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Surge-D-80s-Futures-Pasts-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Surge-D-Baconscapes-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Surge-D-Bore-Excitations-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Surge-D-Brass-Nostalgia-velocity64,valid
surge-patches-3rdparty-Jacky-Ligon-Surge-D-Corporealities-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Surge-D-FM-Swirlscapes-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Surge-D-FM3-Deiified-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Surge-D-Fiftyish-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Surge-D-Midnight-Retrospections-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Surge-D-Pluckstring-velocity64,test
surge-patches-3rdparty-Jacky-Ligon-Surge-D-Saw-Things-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Surge-D-Slow-Waves-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Surge-D-Through-Open-Windows-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Surge-XFS-1x-Sine-2x-WT-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Surge-XFS-3x-Sines-1-velocity64,test
surge-patches-3rdparty-Jacky-Ligon-Surge-XFS-3x-Sines-2-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Surge-XFS-3x-Sines-3-velocity64,valid
surge-patches-3rdparty-Jacky-Ligon-Surge-XFS-Beginnings-Variant-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Surge-XFS-First-Light-Variant-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Surge-XFS-Life-In-Major-Keys-Variant-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Surge-XFS-Mod-Sixteen-Variant-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Surge-XFS-Rediscoveries-Variant-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Surge-XFS-Sine-Classic-WT-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Surge-XFS-That-Morning-Variant-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Surge-XFS-Y87-Variant-velocity64,valid
surge-patches-3rdparty-Jacky-Ligon-Templates-Classic-velocity64,test
surge-patches-3rdparty-Jacky-Ligon-Templates-FM2-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Templates-FM3-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Templates-S-H-Noise-velocity64,test
surge-patches-3rdparty-Jacky-Ligon-Templates-Sine-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Templates-WT-velocity64,train
surge-patches-3rdparty-Jacky-Ligon-Templates-Window-velocity64,train
surge-patches-3rdparty-Kuniklo-Arps-Calc-velocity64,train
surge-patches-3rdparty-Kuniklo-Arps-Chording-velocity64,test
surge-patches-3rdparty-Kuniklo-Basses-Big-Moog-velocity64,train
surge-patches-3rdparty-Kuniklo-Basses-Big-velocity64,train
surge-patches-3rdparty-Kuniklo-Basses-Hoover-velocity64,train
surge-patches-3rdparty-Kuniklo-Basses-Synchro-velocity64,train
surge-patches-3rdparty-Kuniklo-FX-Desperation-velocity64,train
surge-patches-3rdparty-Kuniklo-FX-Discharge-velocity64,train
surge-patches-3rdparty-Kuniklo-FX-Hearing-Voices-velocity64,train
surge-patches-3rdparty-Kuniklo-FX-Level-9-velocity64,train
surge-patches-3rdparty-Kuniklo-FX-Level-Up-velocity64,test
surge-patches-3rdparty-Kuniklo-FX-Radio-Putty-velocity64,train
surge-patches-3rdparty-Kuniklo-FX-Squadron-velocity64,test
surge-patches-3rdparty-Kuniklo-FX-Strange-Flora-velocity64,train
surge-patches-3rdparty-Kuniklo-FX-Sudden-Death-MW-velocity64,train
surge-patches-3rdparty-Kuniklo-FX-Tensioning-velocity64,train
surge-patches-3rdparty-Kuniklo-FX-Voice-Of-I-velocity64,train
surge-patches-3rdparty-Kuniklo-FX-Vox-Matrix-velocity64,train
surge-patches-3rdparty-Kuniklo-Leads-I-Said-velocity64,train
surge-patches-3rdparty-Kuniklo-Leads-Mini-velocity64,train
surge-patches-3rdparty-Kuniklo-Leads-Moogish-velocity64,train
surge-patches-3rdparty-Kuniklo-Leads-Next-Move-velocity64,train
surge-patches-3rdparty-Kuniklo-Leads-Rough-Going-velocity64,train
surge-patches-3rdparty-Kuniklo-Leads-Time-Tourist-velocity64,train
surge-patches-3rdparty-Kuniklo-Leads-Unstable-velocity64,train
surge-patches-3rdparty-Kuniklo-Leads-You-velocity64,train
surge-patches-3rdparty-Kuniklo-Organs-Big-Church-velocity64,valid
surge-patches-3rdparty-Kuniklo-Pads-After-Warp-velocity64,train
surge-patches-3rdparty-Kuniklo-Pads-Giallo-velocity64,train
surge-patches-3rdparty-Kuniklo-Pads-Jammer-AT-velocity64,train
surge-patches-3rdparty-Kuniklo-Pads-Lullabye-velocity64,train
surge-patches-3rdparty-Kuniklo-Pads-Nebulous-velocity64,train
surge-patches-3rdparty-Kuniklo-Sequences-All-In-The-Wrists-velocity64,test
surge-patches-3rdparty-Kuniklo-Sequences-And-Destroy-velocity64,valid
surge-patches-3rdparty-Kuniklo-Sequences-Dancer-velocity64,train
surge-patches-3rdparty-Kuniklo-Sequences-Deconstruct-velocity64,valid
surge-patches-3rdparty-Kuniklo-Sequences-Naive-velocity64,train
surge-patches-3rdparty-Kuniklo-Sequences-Netlon-velocity64,valid
surge-patches-3rdparty-Kuniklo-Sequences-Old-Fog-velocity64,train
surge-patches-3rdparty-Kyurumi-Basses-FM-Dubstep-Bass-velocity64,train
surge-patches-3rdparty-Kyurumi-FX-Audio-Rating-velocity64,train
surge-patches-3rdparty-Kyurumi-FX-Technological-Sine-velocity64,train
surge-patches-3rdparty-Kyurumi-Keys-Bitcrushed-Dreams-velocity64,train
surge-patches-3rdparty-Kyurumi-Keys-Winter-Feelings-velocity64,valid
surge-patches-3rdparty-Kyurumi-Leads-Harsh-Memories-velocity64,train
surge-patches-3rdparty-Kyurumi-Leads-High-Meta-velocity64,valid
surge-patches-3rdparty-Kyurumi-Leads-Long-Moments-Lead-velocity64,valid
surge-patches-3rdparty-Kyurumi-Leads-Normal-Lead-velocity64,train
surge-patches-3rdparty-Kyurumi-Leads-Road-To-Ascend-velocity64,train
surge-patches-3rdparty-Kyurumi-Leads-Sine-Lead-velocity64,train
surge-patches-3rdparty-Kyurumi-Leads-Sounds-Like-it-velocity64,train
surge-patches-3rdparty-Kyurumi-Leads-Undefined-Encryption-velocity64,train
surge-patches-3rdparty-Kyurumi-Pads-Neverending-velocity64,test
surge-patches-3rdparty-Kyurumi-Plucks-Bandpass-Pluck-velocity64,train
surge-patches-3rdparty-Kyurumi-Plucks-Dreams-And-Sweets-velocity64,train
surge-patches-3rdparty-Kyurumi-Plucks-Heavenly-Abstractness-velocity64,train
surge-patches-3rdparty-Kyurumi-Plucks-Kaefkesque-Error-velocity64,train
surge-patches-3rdparty-Kyurumi-Plucks-Lost-In-An-Underground-Paradise-velocity64,train
surge-patches-3rdparty-Kyurumi-Plucks-Psychedelic-Future-velocity64,train
surge-patches-3rdparty-Kyurumi-Plucks-Uncertain-Disclosure-velocity64,train
surge-patches-3rdparty-Kyurumi-Rhythmic-Floating-In-A-Rhythm-velocity64,train
surge-patches-3rdparty-Kyurumi-Rhythmic-Technological-Escapings-velocity64,train
surge-patches-3rdparty-Luna-Basses-Acid-velocity64,train
surge-patches-3rdparty-Luna-Basses-Acidic-Warp-velocity64,train
surge-patches-3rdparty-Luna-Basses-Basic-Acid-velocity64,train
surge-patches-3rdparty-Luna-Basses-Better-FM-Bass-velocity64,train
surge-patches-3rdparty-Luna-Basses-SK-Acid-velocity64,train
surge-patches-3rdparty-Luna-Basses-Screamy-Bass-velocity64,train
surge-patches-3rdparty-Luna-Basses-Slap-Bass-velocity64,train
surge-patches-3rdparty-Luna-Basses-Synthwave-velocity64,train
surge-patches-3rdparty-Luna-Basses-Vaguely-Latelyish-velocity64,train
surge-patches-3rdparty-Luna-Basses-Wide-Bass-velocity64,train
surge-patches-3rdparty-Luna-Bells-Taco-Bell-velocity64,train
surge-patches-3rdparty-Luna-Bells-Tubular-Bellsish-But-Less-velocity64,train
surge-patches-3rdparty-Luna-Bells-Tubular-Bellsish-But-Zeroish-velocity64,valid
surge-patches-3rdparty-Luna-Bells-Tubular-Bellsish-velocity64,test
surge-patches-3rdparty-Luna-Brass-Analog-Brass-velocity64,train
surge-patches-3rdparty-Luna-Brass-Silly-Brass-velocity64,train
surge-patches-3rdparty-Luna-FX-Cuckoo-Filters-velocity64,train
surge-patches-3rdparty-Luna-FX-Filter-Chaos-1-velocity64,train
surge-patches-3rdparty-Luna-FX-Filter-Chaos-2-velocity64,train
surge-patches-3rdparty-Luna-FX-Wobbler-Filthy-1-velocity64,train
surge-patches-3rdparty-Luna-FX-Wobbler-Filthy-2-velocity64,train
surge-patches-3rdparty-Luna-FX-Wobbler-velocity64,train
surge-patches-3rdparty-Luna-Keys-Electric-Nightmares-velocity64,train
surge-patches-3rdparty-Luna-Keys-FM-Electric-Piano-velocity64,train
surge-patches-3rdparty-Luna-Keys-Sweet-Dreams-velocity64,train
surge-patches-3rdparty-Luna-Leads-96-Osc-Supersaw-velocity64,train
surge-patches-3rdparty-Luna-Leads-96-Osc-Violin-velocity64,train
surge-patches-3rdparty-Luna-Leads-Melody-Saw-velocity64,test
surge-patches-3rdparty-Luna-Leads-Moogy-Staccato-velocity64,train
surge-patches-3rdparty-Luna-Leads-Synchroniser-velocity64,train
surge-patches-3rdparty-Luna-Leads-Tofu-Delivery-velocity64,train
surge-patches-3rdparty-Luna-MPE-Expressive-Keys-1-velocity64,train
surge-patches-3rdparty-Luna-MPE-Expressive-Keys-2-velocity64,test
surge-patches-3rdparty-Luna-MPE-Expressive-Keys-3-velocity64,train
surge-patches-3rdparty-Luna-MPE-FM-Trumpet-velocity64,valid
surge-patches-3rdparty-Luna-MPE-Lap-Harp-velocity64,train
surge-patches-3rdparty-Luna-MPE-Paraphonic-Cutoff-Warp-velocity64,train
surge-patches-3rdparty-Luna-MPE-Unstable-Warp-velocity64,train
surge-patches-3rdparty-Luna-Pads-Chord-Disintegrator-velocity64,train
surge-patches-3rdparty-Luna-Pads-String-Pad-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Arps-Demon-Power-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Basses-Agressor-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Basses-Basted-Lead-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Basses-Black-Betty-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Basses-Chicago-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Basses-China-Long-velocity64,test
surge-patches-3rdparty-Nick-Moritz-Basses-Crash-Attack-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Basses-Crazy-velocity64,valid
surge-patches-3rdparty-Nick-Moritz-Basses-Deep-Stack-velocity64,train
surge-patches-3rdparty-Nick-Moritz-Basses-Dista-Bass-velocity64,train
